BALANCE,CREDIT_LIMIT,PURCHASES,PURCHASES_FREQUENCY,PURCHASES_TRX,ONEOFF_PURCHASES,ONEOFF_PURCHASES_FREQUENCY
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,baixo,médio,alto,baixa,muito baixo,baixo
médio,médio,alto,alto,alta,médio,alto
médio,baixo,médio,médio,baixa,baixo,médio
alto,médio,alto,alto,moderada,muito baixo,baixo
médio,médio,alto,alto,alta,baixo,baixo
médio,médio,alto,alto,alta,médio,alto
baixo,baixo,baixo,alto,moderada,muito baixo,baixo
médio,médio,alto,alto,moderada,muito baixo,baixo
baixo,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
baixo,médio,médio,alto,baixa,médio,alto
muito baixo,baixo,médio,alto,moderada,muito baixo,baixo
médio,médio,médio,médio,baixa,baixo,médio
médio,baixo,médio,alto,baixa,muito baixo,baixo
muito baixo,médio,médio,alto,alta,baixo,alto
baixo,baixo,médio,alto,alta,baixo,alto
médio,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,alto,alto,alta,médio,médio
muito baixo,médio,alto,alto,alta,médio,médio
baixo,baixo,baixo,baixo,nenhuma,baixo,baixo
alto,médio,médio,alto,alta,muito baixo,baixo
baixo,baixo,alto,alto,baixa,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,médio,alto,baixa,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
alto,alto,médio,alto,baixa,médio,baixo
médio,médio,médio,alto,moderada,muito baixo,baixo
alto,alto,alto,médio,alta,médio,médio
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,alta,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,alto,moderada,muito baixo,baixo
muito baixo,baixo,baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,médio,alto,moderada,muito baixo,baixo
muito baixo,médio,médio,baixo,nenhuma,muito baixo,baixo
alto,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,baixo,alto,alto,moderada,baixo,baixo
médio,baixo,médio,alto,alta,muito baixo,baixo
médio,médio,alto,alto,moderada,médio,médio
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,moderada,muito baixo,baixo
baixo,médio,alto,baixo,baixa,médio,baixo
alto,médio,alto,alto,moderada,baixo,baixo
baixo,médio,médio,médio,baixa,baixo,baixo
baixo,baixo,baixo,médio,baixa,baixo,baixo
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,alto,alto,baixa,muito baixo,baixo
alto,médio,médio,alto,baixa,baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,médio,baixa,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,médio,alto,moderada,baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
baixo,baixo,alto,alto,alta,médio,alto
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,alta,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,alto,baixo,nenhuma,médio,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,alto,alto,baixa,muito baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,médio,médio,baixa,baixo,médio
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,baixo,médio,alto,alta,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,médio,alto,baixa,baixo,alto
baixo,baixo,alto,alto,moderada,muito baixo,baixo
muito baixo,médio,médio,médio,baixa,baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
médio,médio,alto,alto,alta,médio,alto
baixo,médio,alto,alto,alta,médio,alto
médio,médio,baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,médio,alto,moderada,baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,alto,alto,alta,baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
muito baixo,médio,médio,alto,baixa,muito baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,médio,alto,moderada,muito baixo,baixo
médio,médio,médio,médio,baixa,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,moderada,baixo,alto
médio,médio,médio,alto,moderada,baixo,alto
médio,médio,médio,baixo,alta,muito baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,alto,alto,moderada,baixo,baixo
médio,baixo,médio,médio,nenhuma,baixo,médio
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
médio,médio,médio,baixo,baixa,baixo,baixo
baixo,baixo,alto,alto,alta,médio,alto
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
alto,alto,alto,baixo,nenhuma,médio,baixo
baixo,médio,alto,alto,moderada,baixo,baixo
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
muito baixo,baixo,baixo,alto,baixa,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,baixo
alto,médio,médio,alto,alta,baixo,médio
muito baixo,médio,alto,médio,baixa,médio,médio
médio,médio,baixo,baixo,nenhuma,baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
baixo,baixo,alto,médio,moderada,médio,médio
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,baixo,alto
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
muito baixo,baixo,médio,médio,baixa,baixo,baixo
baixo,médio,médio,baixo,nenhuma,baixo,baixo
muito baixo,médio,baixo,alto,alta,muito baixo,baixo
médio,baixo,médio,médio,nenhuma,baixo,médio
alto,alto,alto,alto,alta,médio,baixo
médio,baixo,médio,alto,moderada,muito baixo,baixo
muito baixo,médio,baixo,baixo,baixa,baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,moderada,médio,médio
baixo,baixo,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,baixo,alto,baixa,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,médio,alto,baixa,muito baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,baixa,muito baixo,baixo
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,moderada,médio,médio
baixo,médio,alto,alto,alta,baixo,baixo
baixo,baixo,baixo,alto,baixa,baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,baixo,médio,baixa,muito baixo,baixo
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,médio,alto,baixa,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,alto,médio,alta,médio,médio
muito baixo,médio,alto,alto,alta,médio,baixo
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,médio,médio,baixa,baixo,baixo
muito baixo,médio,baixo,alto,baixa,muito baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,baixo,baixo
muito baixo,baixo,baixo,alto,moderada,muito baixo,baixo
médio,médio,alto,alto,alta,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,médio,alto,alta,baixo,médio
muito baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,alto,alto,alta,médio,alto
médio,médio,baixo,médio,baixa,muito baixo,baixo
baixo,médio,alto,alto,moderada,muito baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,baixo,médio,baixa,baixo,médio
muito baixo,baixo,muito baixo,médio,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,médio,alto,moderada,baixo,baixo
muito baixo,alto,médio,médio,moderada,médio,médio
médio,médio,baixo,médio,baixa,muito baixo,baixo
muito baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,médio,nenhuma,muito baixo,baixo
muito baixo,baixo,médio,alto,moderada,muito baixo,baixo
médio,médio,alto,alto,alta,médio,alto
baixo,médio,médio,médio,baixa,baixo,baixo
alto,alto,alto,alto,alta,médio,alto
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,baixo,baixo,nenhuma,baixo,baixo
baixo,médio,baixo,alto,moderada,baixo,médio
baixo,baixo,médio,alto,moderada,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,alto,alto,moderada,médio,baixo
muito baixo,baixo,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,médio,alto,alta,muito baixo,baixo
alto,médio,alto,alto,alta,baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,baixo,médio,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,médio,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,baixo,baixo,nenhuma,baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,alta,muito baixo,baixo
alto,alto,médio,médio,baixa,baixo,médio
alto,médio,alto,alto,alta,médio,médio
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,médio,baixo,médio,nenhuma,muito baixo,baixo
muito baixo,médio,alto,baixo,baixa,médio,baixo
muito baixo,baixo,baixo,médio,nenhuma,muito baixo,baixo
baixo,baixo,médio,médio,moderada,baixo,baixo
médio,baixo,médio,alto,moderada,baixo,baixo
muito baixo,médio,médio,alto,baixa,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
médio,médio,alto,alto,moderada,baixo,baixo
muito baixo,baixo,médio,alto,moderada,muito baixo,baixo
muito baixo,baixo,médio,alto,baixa,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,baixo,médio,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
baixo,médio,médio,médio,nenhuma,médio,baixo
baixo,médio,alto,baixo,nenhuma,médio,baixo
muito baixo,médio,alto,alto,baixa,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,alto,baixa,muito baixo,baixo
médio,baixo,médio,médio,moderada,baixo,baixo
alto,alto,médio,baixo,nenhuma,baixo,baixo
baixo,baixo,alto,alto,alta,médio,alto
muito baixo,baixo,baixo,médio,baixa,baixo,médio
alto,médio,baixo,médio,baixa,baixo,baixo
médio,alto,baixo,baixo,nenhuma,baixo,baixo
médio,alto,alto,alto,alta,médio,médio
baixo,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,baixo,nenhuma,baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
médio,baixo,baixo,alto,moderada,muito baixo,baixo
baixo,baixo,alto,alto,alta,médio,alto
baixo,médio,alto,alto,alta,médio,alto
muito baixo,médio,alto,alto,moderada,médio,médio
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
médio,médio,alto,alto,alta,médio,médio
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
baixo,baixo,médio,médio,baixa,médio,médio
muito baixo,médio,médio,alto,baixa,muito baixo,baixo
médio,baixo,médio,médio,baixa,baixo,médio
baixo,médio,alto,alto,moderada,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,alto,alto,moderada,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,alto,moderada,muito baixo,baixo
baixo,médio,alto,alto,moderada,muito baixo,baixo
baixo,médio,alto,baixo,nenhuma,médio,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,médio,alto,alta,muito baixo,baixo
alto,médio,alto,alto,moderada,médio,médio
alto,médio,baixo,baixo,nenhuma,baixo,baixo
alto,alto,alto,alto,moderada,médio,médio
baixo,médio,médio,alto,baixa,médio,médio
médio,baixo,baixo,médio,baixa,baixo,baixo
baixo,médio,alto,alto,moderada,baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
baixo,médio,médio,médio,baixa,muito baixo,baixo
baixo,médio,baixo,médio,nenhuma,muito baixo,baixo
médio,alto,alto,alto,alta,médio,médio
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,baixa,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
médio,médio,alto,alto,alta,médio,médio
muito baixo,médio,médio,médio,baixa,muito baixo,baixo
médio,baixo,alto,médio,baixa,médio,médio
muito baixo,médio,médio,médio,baixa,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,baixo,baixo,médio,nenhuma,baixo,médio
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
muito baixo,médio,baixo,alto,moderada,baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
alto,médio,médio,alto,alta,muito baixo,baixo
médio,baixo,baixo,médio,baixa,muito baixo,baixo
baixo,baixo,baixo,alto,baixa,muito baixo,baixo
médio,médio,baixo,baixo,nenhuma,baixo,baixo
baixo,baixo,médio,baixo,nenhuma,baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
alto,alto,alto,alto,alta,muito baixo,baixo
muito baixo,alto,baixo,baixo,nenhuma,baixo,baixo
médio,baixo,baixo,alto,baixa,muito baixo,baixo
médio,baixo,baixo,alto,moderada,muito baixo,baixo
baixo,baixo,médio,baixo,nenhuma,baixo,baixo
médio,médio,alto,alto,alta,médio,alto
baixo,baixo,baixo,baixo,nenhuma,baixo,baixo
médio,médio,alto,alto,alta,muito baixo,baixo
baixo,médio,médio,médio,baixa,muito baixo,baixo
muito baixo,médio,médio,alto,alta,muito baixo,baixo
baixo,baixo,baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,alto,médio,baixa,médio,médio
baixo,médio,alto,alto,alta,baixo,baixo
baixo,médio,médio,alto,alta,baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,médio
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,baixo,alto,moderada,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,médio
médio,médio,alto,alto,moderada,baixo,baixo
alto,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,alto,alto,baixo,baixa,médio,baixo
baixo,alto,alto,médio,moderada,médio,médio
alto,alto,baixo,médio,baixa,muito baixo,baixo
muito baixo,baixo,médio,alto,alta,muito baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,baixo,alto,alta,muito baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
muito baixo,baixo,médio,alto,alta,muito baixo,baixo
alto,alto,baixo,médio,baixa,muito baixo,baixo
médio,baixo,médio,alto,moderada,baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,médio,baixo,alto,baixa,muito baixo,baixo
baixo,baixo,baixo,alto,baixa,muito baixo,baixo
médio,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
baixo,baixo,baixo,médio,baixa,muito baixo,baixo
baixo,alto,alto,alto,alta,médio,alto
médio,médio,baixo,médio,baixa,muito baixo,baixo
baixo,médio,alto,alto,moderada,médio,médio
alto,alto,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,médio,baixa,baixo,baixo
baixo,médio,médio,alto,moderada,baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
muito baixo,médio,médio,médio,nenhuma,médio,médio
muito baixo,médio,médio,alto,moderada,baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
médio,baixo,baixo,baixo,nenhuma,baixo,baixo
médio,baixo,alto,alto,alta,baixo,baixo
muito baixo,médio,baixo,alto,moderada,muito baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
muito baixo,baixo,médio,alto,moderada,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,baixo,médio,alto,moderada,baixo,médio
muito baixo,baixo,médio,médio,baixa,baixo,baixo
muito baixo,médio,baixo,baixo,nenhuma,baixo,baixo
baixo,baixo,baixo,médio,baixa,muito baixo,baixo
baixo,médio,alto,alto,alta,médio,alto
médio,baixo,alto,alto,moderada,muito baixo,baixo
muito baixo,médio,médio,alto,moderada,muito baixo,baixo
muito baixo,alto,médio,baixo,nenhuma,médio,baixo
baixo,baixo,baixo,baixo,nenhuma,baixo,baixo
muito baixo,baixo,baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
médio,médio,alto,alto,alta,baixo,baixo
muito baixo,médio,baixo,médio,baixa,muito baixo,baixo
muito baixo,baixo,médio,alto,moderada,muito baixo,baixo
médio,baixo,baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,baixo,baixo,baixo,nenhuma,muito baixo,baixo
baixo,médio,médio,médio,baixa,baixo,baixo
muito baixo,baixo,baixo,médio,baixa,muito baixo,baixo
muito baixo,médio,baixo,alto,moderada,baixo,baixo
muito baixo,baixo,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
médio,médio,muito baixo,baixo,nenhuma,muito baixo,baixo
muito baixo,alto,médio,médio,baixa,baixo,médio
